04360504,1187
04360504,1187
05213657,1519
05213657,1519
05213657,1519
56210328,2185
56210328,2185
56210328,2185
56210328,2185
56210328,2185
56210328,2185
56210328,1087
56210328,1087
77710434,1746
77710434,1746
77710434,1309
77710434,1309
84778750,3594
84778750,3594
34110005,3183
34110005,3183
34110005,2290
34110005,2290
34110005,1120
34110005,1120
01712153,2192
01712153,2192
01712153,1383
01712153,1383
40360143,1699
40360143,1699
56050169,2707
56050169,2707
65057900,1049
65057900,1049
02051015,1126
02051015,1126
01530187,3013
01530187,3013
53710839,3469
53710839,3469
53710839,3462
53710839,3462
53710839,3071
53710839,3071
53710839,2482
53710839,2482
53710839,2482
53710839,2482
53710839,2482
53710839,2482
51550010,2105
51550010,2105
20001567,1645
20001567,1645
20003034,1645
20003034,1645
20003905,1645
20003905,1645
20003906,1645
20003906,1645
20004638,1738
20004638,1738
20005256,2592
20005256,2592
20006361,1888
20006361,1888
20006361,1888
20006361,1888
20008069,2768
20008069,2768
20009016,4007
20009016,4008
20009016,4007
20009016,4008
20009016,1980
20009016,1980
01051157,3013
01051157,3013
53551235,1137
53551235,1137
53537900,1049
53537900,1049
53741205,2046
53741205,2046
56730044,2959
56730044,2959
56730044,2959
56730044,2959
56730044,2959
56730044,2959
56730044,1980
56730044,1980
56730044,1710
56730044,1710
56730067,4007
56730067,4008
56730067,4007
56730067,4008
56730067,2959
56730067,2959
56730067,2959
56730067,2959
56730067,2959
56730067,2959
56730067,1980
56730067,1980
56730067,1710
56730067,1710
56730118,4007
56730118,4008
56730118,4007
56730118,4008
56730118,1710
56730118,1710
56730131,2959
56730131,2959
56730131,2959
56730131,2959
56730131,2959
56730131,2959
56730131,1980
56730131,1980
56730135,4007
56730135,4008
56730135,4007
56730135,4008
56730135,2959
56730135,2959
56730135,2959
56730135,2959
56730135,2959
56730135,2959
56730135,1980
56730135,1980
56730148,4007
56730148,4008
56730148,4007
56730148,4008
56730148,2959
56730148,2959
56730148,2959
56730148,2959
56730148,2959
56730148,2959
56730148,1980
56730148,1980
56730148,1710
56730148,1710
56730154,2959
56730154,2959
56730154,2959
56730154,2959
56730154,2959
56730154,2959
56730154,1980
56730154,1980
56730154,1710
56730154,1710
56730156,1710
56730156,1710
56730159,1710
56730159,1710
56730215,2959
56730215,2959
56730215,2959
56730215,2959
56730215,2959
56730215,2959
56730215,1980
56730215,1980
56730215,1710
56730215,1710
61670176,1082
61670176,1082
38550303,1599
38550303,1599
53712931,1645
53712931,1645
53740907,2545
53740907,2545
53740907,2088
53740907,2088
53718037,1645
53718037,1645
53718037,1082
53718037,1082
53718048,1645
53718048,1645
5371867177,1645
5371867177,1645
5371205499,3462
